gbifID;datasetKey;occurrenceID;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;scientificName;verbatimScientificName;verbatimScientificNameAuthorship;countryCode;locality;stateProvince;occurrenceStatus;individualCount;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;depth;depthAccuracy;eventDate;day;month;year;taxonKey;speciesKey;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordNumber;identifiedBy;dateIdentified;license;rightsHolder;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue
1919854217;7e380070-f762-11e1-a439-00145eb45e9a;2028d2ca-aa7b-4258-aced-2263379fc014;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;ZD 1936.6.26.6;;;;CC0_1_0;;;;;2021-09-15T21:37:51.684Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919854216;7e380070-f762-11e1-a439-00145eb45e9a;fd85a152-8844-4528-9a00-11c9384bf0ad;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;ursinus;SUBSPECIES;Melursus ursinus ursinus;Melursus ursinus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;7059318;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;Unregistered;;;;CC0_1_0;;;;;2021-09-15T21:38:26.598Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919854215;7e380070-f762-11e1-a439-00145eb45e9a;95042e30-a530-46cf-8077-da6fe90bda43;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;ZD 1862.1964;;;;CC0_1_0;;;;;2021-09-15T21:37:57.198Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919854214;7e380070-f762-11e1-a439-00145eb45e9a;a5a5df5c-a472-4cf4-bbd8-8abed5f8e682;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;ursinus;SUBSPECIES;Melursus ursinus ursinus;Melursus ursinus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;7059318;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;ZD 1850.11.22.164;;;;CC0_1_0;;;;;2021-09-15T21:38:29.607Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919854213;7e380070-f762-11e1-a439-00145eb45e9a;1f8db8d0-ec00-45a2-aeb7-111b091577ef;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;ursinus;SUBSPECIES;Melursus ursinus ursinus;Melursus ursinus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;7059318;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;ZD 1935.1.1.5;;;;CC0_1_0;;;;;2021-09-15T21:38:30.511Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919854212;7e380070-f762-11e1-a439-00145eb45e9a;987e64c7-11ac-4d8a-b6f0-befaae61ac66;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;ursinus;SUBSPECIES;Melursus ursinus ursinus;Melursus ursinus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;7059318;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;;;;;CC0_1_0;;;;;2021-09-15T21:38:30.653Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919823045;7e380070-f762-11e1-a439-00145eb45e9a;43a7305f-3044-4c6a-9bf0-0733ac87cf01;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;Madras;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1981.2514;;;;CC0_1_0;;;;;2021-09-15T21:38:12.810Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919823043;7e380070-f762-11e1-a439-00145eb45e9a;0aefba46-d36b-40f6-8441-789df8eca667;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1981.2515;;;;CC0_1_0;;;;;2021-09-15T21:38:14.076Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919822993;7e380070-f762-11e1-a439-00145eb45e9a;605ef41a-3f3b-4784-9f64-0a3e1d7ba6c2;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1981.2513;;;;CC0_1_0;;;;;2021-09-15T21:37:52.721Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919822718;7e380070-f762-11e1-a439-00145eb45e9a;bf38a688-662c-4d2c-a2c3-d61a6a82b61c;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;Central Provinces;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1980.1427;;;;CC0_1_0;;;;;2021-09-15T21:38:15.633Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919821826;7e380070-f762-11e1-a439-00145eb45e9a;36b3eee3-d2c2-45cd-bf4c-60af702cd1cf;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;Central Provinces;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1934.11.12.3;;;;CC0_1_0;;;;;2021-09-15T21:38:54.169Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919821444;7e380070-f762-11e1-a439-00145eb45e9a;3ef5463a-8740-41d3-a8a9-9ccfe31827ff;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;;Uttar Pradesh;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1927.2.14.29;;;;CC0_1_0;;;;;2021-09-15T21:37:52.251Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919821435;7e380070-f762-11e1-a439-00145eb45e9a;f71e089c-c8e7-4d5a-9c28-f287ac2c471c;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;;Uttar Pradesh;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1927.2.14.31;;;;CC0_1_0;;;;;2021-09-15T21:38:13.821Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919821418;7e380070-f762-11e1-a439-00145eb45e9a;5ffb0534-eb8c-440f-83c5-5ac3601891cc;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1927.2.14.30;;;;CC0_1_0;;;;;2021-09-15T21:38:14.171Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919820220;7e380070-f762-11e1-a439-00145eb45e9a;be0c471f-4ea5-433b-b1f5-94e8fc560f03;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1845.10.4.15;;;;CC0_1_0;;;;;2021-09-15T21:38:24.270Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919788819;7e380070-f762-11e1-a439-00145eb45e9a;22d4ef04-8ce9-444d-982c-96ed129e3420;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus;;;;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1989.0367;;;;CC0_1_0;;;;;2021-09-15T21:38:58.787Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919772330;7e380070-f762-11e1-a439-00145eb45e9a;a13bd78b-23d4-4ae0-a01f-87654d371026;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1986.0058;;;;CC0_1_0;;;;;2021-09-15T21:37:53.086Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919772326;7e380070-f762-11e1-a439-00145eb45e9a;3cbe9d2a-d031-4bcf-bf97-c187a994dd33;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1986.0058;;;;CC0_1_0;;;;;2021-09-15T21:37:53.491Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919768863;7e380070-f762-11e1-a439-00145eb45e9a;ef9d17e0-f58e-4410-a923-b1d70e9e114e;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1981.2515;;;;CC0_1_0;;;;;2021-09-15T21:38:13.451Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919768843;7e380070-f762-11e1-a439-00145eb45e9a;6fcdaa3b-dca9-4878-b8c4-51e91b78595d;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1981.2513;;;;CC0_1_0;;;;;2021-09-15T21:37:51.679Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919768842;7e380070-f762-11e1-a439-00145eb45e9a;cdaf24d5-4b3c-48fe-a85f-fe8e76023534;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1981.2515;;;;CC0_1_0;;;;;2021-09-15T21:38:12.516Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919768829;7e380070-f762-11e1-a439-00145eb45e9a;5a9592b5-fa5f-4747-aa12-6ca098194b80;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1981.2514;;;;CC0_1_0;;;;;2021-09-15T21:37:52.262Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919768824;7e380070-f762-11e1-a439-00145eb45e9a;e974ddea-ed2f-4522-a2b5-0e5ebefa9e7a;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1981.2514;;;;CC0_1_0;;;;;2021-09-15T21:38:13.753Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919768805;7e380070-f762-11e1-a439-00145eb45e9a;93d9820a-3497-4b8c-b557-d8f84bb0b27f;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1981.2513;;;;CC0_1_0;;;;;2021-09-15T21:37:50.915Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919768688;7e380070-f762-11e1-a439-00145eb45e9a;30e96d39-d962-46f9-8007-0a2261138666;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1981.1427;;;;CC0_1_0;;;;;2021-09-15T21:37:53.442Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919766198;7e380070-f762-11e1-a439-00145eb45e9a;e09718b9-fc7e-474b-8754-601440a13ee9;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1979.797;;;;CC0_1_0;;;;;2021-09-15T21:38:58.601Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919765197;7e380070-f762-11e1-a439-00145eb45e9a;46dce0b9-1298-4524-ac70-c5d0afbf1ee4;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;"[Centrals]; India | [Central Provinces] | Northern India";;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1978.3031;;;;CC0_1_0;;A I. Fraser;;;2021-09-15T21:38:12.513Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919759278;7e380070-f762-11e1-a439-00145eb45e9a;e28a64c7-71c4-4797-83c5-d92e65564258;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;India;;PRESENT;2;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1976.1875;;J M. Ingles;;CC0_1_0;;;;;2021-09-15T21:37:50.179Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919759209;7e380070-f762-11e1-a439-00145eb45e9a;a373860a-67ec-479c-8b47-354d0c16d945;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;India;;PRESENT;2;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1976.1875;;J M. Ingles;;CC0_1_0;;;;;2021-09-15T21:38:20.758Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919758374;7e380070-f762-11e1-a439-00145eb45e9a;1811e0be-239d-4ff1-9bfa-1fa37e073674;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1976.823;;D M. Hills;;CC0_1_0;;;;;2021-09-15T21:37:52.947Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919757846;7e380070-f762-11e1-a439-00145eb45e9a;5aabc2f3-92ad-41c3-a65c-d8475a5c9f8e;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;India;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;1934-01-01T00:00:00;;;1934;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1976.355;;;;CC0_1_0;;J Hapenbeck;;;2021-09-15T21:37:53.770Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919757684;7e380070-f762-11e1-a439-00145eb45e9a;526f1756-b08b-438e-a6fb-c3113b3e03a5;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;India | Assam;Assam;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;1899-01-01T00:00:00;;;1899;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1976.198;;;;CC0_1_0;;Vanderby;;;2021-09-15T21:38:14.907Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919756757;7e380070-f762-11e1-a439-00145eb45e9a;0e430124-e321-4771-994e-271a9d597aa8;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;India;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;1934-01-01T00:00:00;;;1934;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1975.2298;;;;CC0_1_0;;J Hagenback;;;2021-09-15T21:38:27.309Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919756743;7e380070-f762-11e1-a439-00145eb45e9a;3809ee5d-62a0-48ee-b5fc-6f0fa060b68c;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;1948-01-01T00:00:00;;1;1948;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1975.2302;;;;CC0_1_0;;;;;2021-09-15T21:37:50.176Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919756723;7e380070-f762-11e1-a439-00145eb45e9a;1b7a7dfb-9f33-4156-8d19-9f5dbfc2a5ba;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;LK;;Trincomalee;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;1943-11-23T00:00:00;23;11;1943;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1975.2299;;;;CC0_1_0;;D J. Hennessey;;;2021-09-15T21:38:58.782Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919756681;7e380070-f762-11e1-a439-00145eb45e9a;fe06f208-7d48-426b-9a47-df033046165e;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;2;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;1940-04-01T00:00:00;;4;1940;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1975.2300;;;;CC0_1_0;;;;;2021-09-15T21:38:14.738Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919756660;7e380070-f762-11e1-a439-00145eb45e9a;5318d81c-2459-4fc0-90a0-bc153813b710;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;2;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1975.2300;;;;CC0_1_0;;;;;2021-09-15T21:38:13.671Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919756446;7e380070-f762-11e1-a439-00145eb45e9a;28b4d15e-5199-4742-80ed-0f43df613a60;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;;;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1975.2247;;D M. Hills;;CC0_1_0;;;;;2021-09-15T21:37:48.684Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919751055;7e380070-f762-11e1-a439-00145eb45e9a;1af2027c-3553-4023-834d-43c7fcdae57d;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;LK;Ceylon | Trincomalie;;PRESENT;2;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;1941-01-01T00:00:00;1;1;1941;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1972.4037;;W C. Hill;;CC0_1_0;;D J. Hennessey;;;2021-09-15T21:38:22.889Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919751054;7e380070-f762-11e1-a439-00145eb45e9a;1e9952dd-e3bf-4445-853b-f30007c60270;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;LK;Ceylon | Trincomalie;;PRESENT;2;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;1943-10-23T00:00:00;23;10;1943;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1972.4037;;W C. Hill;;CC0_1_0;;D J. Hennessey;;;2021-09-15T21:38:21.501Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919750969;7e380070-f762-11e1-a439-00145eb45e9a;0defcd07-e9b4-404a-a97c-a4449556e24f;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;;"Sri Lanka, North Central Ceylon; Sri Lanka, North Central Ceylon";;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;1935-08-01T00:00:00;;8;1935;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1972.4039;;W C. Hill;;CC0_1_0;;E C. Fernando;;;2021-09-15T21:38:27.274Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919742337;7e380070-f762-11e1-a439-00145eb45e9a;38fc9bbb-745a-48a0-97d3-147ddc3f4ceb;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;"Madras; India | Madras";;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;1939.3614;;;;CC0_1_0;;;;;2021-09-15T21:38:27.296Z;;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
1919706903;7e380070-f762-11e1-a439-00145eb45e9a;f3c7eebd-46f5-4889-aa11-b006c4502c33;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;Shaw, 1791;IN;;;PRESENT;;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;NHMUK;ZOO;ZD 1981.2514;;;;CC0_1_0;;;;;2021-09-15T21:38:14.268Z;StillImage;"COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
